center,left,right,steering,throttle,something,speed
IMG/center_2017_02_05_03_01_09_234.jpg, IMG/left_2017_02_05_03_01_09_234.jpg, IMG/right_2017_02_05_03_01_09_234.jpg,0,0,0,0.216137
IMG/center_2017_02_05_03_01_09_337.jpg, IMG/left_2017_02_05_03_01_09_337.jpg, IMG/right_2017_02_05_03_01_09_337.jpg,0,0,0,0.2130905
IMG/center_2017_02_05_03_01_09_449.jpg, IMG/left_2017_02_05_03_01_09_449.jpg, IMG/right_2017_02_05_03_01_09_449.jpg,0,0.1607101,0,0.2789185
IMG/center_2017_02_05_03_01_09_549.jpg, IMG/left_2017_02_05_03_01_09_549.jpg, IMG/right_2017_02_05_03_01_09_549.jpg,0,0.02319914,0,0.4696555
IMG/center_2017_02_05_03_01_09_665.jpg, IMG/left_2017_02_05_03_01_09_665.jpg, IMG/right_2017_02_05_03_01_09_665.jpg,0,0,0,0.4535874
IMG/center_2017_02_05_03_01_09_769.jpg, IMG/left_2017_02_05_03_01_09_769.jpg, IMG/right_2017_02_05_03_01_09_769.jpg,0,0,0,0.4488969
IMG/center_2017_02_05_03_01_09_877.jpg, IMG/left_2017_02_05_03_01_09_877.jpg, IMG/right_2017_02_05_03_01_09_877.jpg,0,0.113184,0,0.6332042
IMG/center_2017_02_05_03_01_09_977.jpg, IMG/left_2017_02_05_03_01_09_977.jpg, IMG/right_2017_02_05_03_01_09_977.jpg,0,0,0,0.6437635
IMG/center_2017_02_05_03_01_10_084.jpg, IMG/left_2017_02_05_03_01_10_084.jpg, IMG/right_2017_02_05_03_01_10_084.jpg,0,0,0,0.6373132
IMG/center_2017_02_05_03_01_10_186.jpg, IMG/left_2017_02_05_03_01_10_186.jpg, IMG/right_2017_02_05_03_01_10_186.jpg,0,0,0,0.6309277
IMG/center_2017_02_05_03_01_10_286.jpg, IMG/left_2017_02_05_03_01_10_286.jpg, IMG/right_2017_02_05_03_01_10_286.jpg,0,0,0,0.6246063
IMG/center_2017_02_05_03_01_10_391.jpg, IMG/left_2017_02_05_03_01_10_391.jpg, IMG/right_2017_02_05_03_01_10_391.jpg,0,0,0,0.6183481
IMG/center_2017_02_05_03_01_10_492.jpg, IMG/left_2017_02_05_03_01_10_492.jpg, IMG/right_2017_02_05_03_01_10_492.jpg,0,0.102546,0,0.6497017
IMG/center_2017_02_05_03_01_10_592.jpg, IMG/left_2017_02_05_03_01_10_592.jpg, IMG/right_2017_02_05_03_01_10_592.jpg,0,0.3849151,0,0.9767808
IMG/center_2017_02_05_03_01_10_696.jpg, IMG/left_2017_02_05_03_01_10_696.jpg, IMG/right_2017_02_05_03_01_10_696.jpg,0,0.6869341,0,1.664273
IMG/center_2017_02_05_03_01_10_798.jpg, IMG/left_2017_02_05_03_01_10_798.jpg, IMG/right_2017_02_05_03_01_10_798.jpg,0,0.7886163,0,2.851807
IMG/center_2017_02_05_03_01_10_903.jpg, IMG/left_2017_02_05_03_01_10_903.jpg, IMG/right_2017_02_05_03_01_10_903.jpg,0,0.4740783,0,3.583893
IMG/center_2017_02_05_03_01_11_009.jpg, IMG/left_2017_02_05_03_01_11_009.jpg, IMG/right_2017_02_05_03_01_11_009.jpg,0,0.1847552,0,3.919877
IMG/center_2017_02_05_03_01_11_113.jpg, IMG/left_2017_02_05_03_01_11_113.jpg, IMG/right_2017_02_05_03_01_11_113.jpg,0,0,0,3.920827
IMG/center_2017_02_05_03_01_11_228.jpg, IMG/left_2017_02_05_03_01_11_228.jpg, IMG/right_2017_02_05_03_01_11_228.jpg,-0.147549,0,0,3.870513
IMG/center_2017_02_05_03_01_11_330.jpg, IMG/left_2017_02_05_03_01_11_330.jpg, IMG/right_2017_02_05_03_01_11_330.jpg,-0.1408888,0,0,3.824876
IMG/center_2017_02_05_03_01_11_432.jpg, IMG/left_2017_02_05_03_01_11_432.jpg, IMG/right_2017_02_05_03_01_11_432.jpg,0,0,0,3.784622
IMG/center_2017_02_05_03_01_11_534.jpg, IMG/left_2017_02_05_03_01_11_534.jpg, IMG/right_2017_02_05_03_01_11_534.jpg,0,0,0,3.746615
IMG/center_2017_02_05_03_01_11_642.jpg, IMG/left_2017_02_05_03_01_11_642.jpg, IMG/right_2017_02_05_03_01_11_642.jpg,0,0,0,3.701553
IMG/center_2017_02_05_03_01_11_745.jpg, IMG/left_2017_02_05_03_01_11_745.jpg, IMG/right_2017_02_05_03_01_11_745.jpg,0,0,0,3.664415
IMG/center_2017_02_05_03_01_11_857.jpg, IMG/left_2017_02_05_03_01_11_857.jpg, IMG/right_2017_02_05_03_01_11_857.jpg,0,0,0,3.620342
IMG/center_2017_02_05_03_01_11_959.jpg, IMG/left_2017_02_05_03_01_11_959.jpg, IMG/right_2017_02_05_03_01_11_959.jpg,-0.257025,0,0,3.575793
IMG/center_2017_02_05_03_01_12_061.jpg, IMG/left_2017_02_05_03_01_12_061.jpg, IMG/right_2017_02_05_03_01_12_061.jpg,-0.178896,0,0,3.532804
IMG/center_2017_02_05_03_01_12_164.jpg, IMG/left_2017_02_05_03_01_12_164.jpg, IMG/right_2017_02_05_03_01_12_164.jpg,-0.2015281,0,0,3.495081
IMG/center_2017_02_05_03_01_12_266.jpg, IMG/left_2017_02_05_03_01_12_266.jpg, IMG/right_2017_02_05_03_01_12_266.jpg,-0.1345804,0,0,3.45425
IMG/center_2017_02_05_03_01_12_368.jpg, IMG/left_2017_02_05_03_01_12_368.jpg, IMG/right_2017_02_05_03_01_12_368.jpg,-0.3175024,0,0,3.411252
IMG/center_2017_02_05_03_01_12_470.jpg, IMG/left_2017_02_05_03_01_12_470.jpg, IMG/right_2017_02_05_03_01_12_470.jpg,-0.1206005,0,0,3.378622
IMG/center_2017_02_05_03_01_12_570.jpg, IMG/left_2017_02_05_03_01_12_570.jpg, IMG/right_2017_02_05_03_01_12_570.jpg,-0.4191334,0,0,3.330462
IMG/center_2017_02_05_03_01_12_671.jpg, IMG/left_2017_02_05_03_01_12_671.jpg, IMG/right_2017_02_05_03_01_12_671.jpg,-0.7151105,0,0,3.263189
IMG/center_2017_02_05_03_01_12_786.jpg, IMG/left_2017_02_05_03_01_12_786.jpg, IMG/right_2017_02_05_03_01_12_786.jpg,-1,0,0,3.161718
IMG/center_2017_02_05_03_01_12_886.jpg, IMG/left_2017_02_05_03_01_12_886.jpg, IMG/right_2017_02_05_03_01_12_886.jpg,-1,0,0,3.108247
IMG/center_2017_02_05_03_01_12_990.jpg, IMG/left_2017_02_05_03_01_12_990.jpg, IMG/right_2017_02_05_03_01_12_990.jpg,-0.8428629,0,0,3.074024
IMG/center_2017_02_05_03_01_13_093.jpg, IMG/left_2017_02_05_03_01_13_093.jpg, IMG/right_2017_02_05_03_01_13_093.jpg,-0.5518841,0,0,3.057936
IMG/center_2017_02_05_03_01_13_193.jpg, IMG/left_2017_02_05_03_01_13_193.jpg, IMG/right_2017_02_05_03_01_13_193.jpg,-0.255886,0,0,3.035616
IMG/center_2017_02_05_03_01_13_294.jpg, IMG/left_2017_02_05_03_01_13_294.jpg, IMG/right_2017_02_05_03_01_13_294.jpg,0,0,0,3.003761
IMG/center_2017_02_05_03_01_13_400.jpg, IMG/left_2017_02_05_03_01_13_400.jpg, IMG/right_2017_02_05_03_01_13_400.jpg,0,0,0,2.967512
IMG/center_2017_02_05_03_01_13_502.jpg, IMG/left_2017_02_05_03_01_13_502.jpg, IMG/right_2017_02_05_03_01_13_502.jpg,0,0,0,2.937751
IMG/center_2017_02_05_03_01_13_608.jpg, IMG/left_2017_02_05_03_01_13_608.jpg, IMG/right_2017_02_05_03_01_13_608.jpg,0,0,0,2.908288
IMG/center_2017_02_05_03_01_13_711.jpg, IMG/left_2017_02_05_03_01_13_711.jpg, IMG/right_2017_02_05_03_01_13_711.jpg,0,0.191808,0,2.984276
IMG/center_2017_02_05_03_01_13_814.jpg, IMG/left_2017_02_05_03_01_13_814.jpg, IMG/right_2017_02_05_03_01_13_814.jpg,0,0.488811,0,3.40593
IMG/center_2017_02_05_03_01_13_915.jpg, IMG/left_2017_02_05_03_01_13_915.jpg, IMG/right_2017_02_05_03_01_13_915.jpg,0,0.7909439,0,4.177415
IMG/center_2017_02_05_03_01_14_016.jpg, IMG/left_2017_02_05_03_01_14_016.jpg, IMG/right_2017_02_05_03_01_14_016.jpg,0,0.885796,0,5.47773
IMG/center_2017_02_05_03_01_14_118.jpg, IMG/left_2017_02_05_03_01_14_118.jpg, IMG/right_2017_02_05_03_01_14_118.jpg,0,0.579901,0,6.288582
IMG/center_2017_02_05_03_01_14_227.jpg, IMG/left_2017_02_05_03_01_14_227.jpg, IMG/right_2017_02_05_03_01_14_227.jpg,-0.17298,0.2550011,0,6.719335
IMG/center_2017_02_05_03_01_14_330.jpg, IMG/left_2017_02_05_03_01_14_330.jpg, IMG/right_2017_02_05_03_01_14_330.jpg,-0.449577,0,0,6.741371
IMG/center_2017_02_05_03_01_14_433.jpg, IMG/left_2017_02_05_03_01_14_433.jpg, IMG/right_2017_02_05_03_01_14_433.jpg,-0.774678,0,0,6.58916
IMG/center_2017_02_05_03_01_14_537.jpg, IMG/left_2017_02_05_03_01_14_537.jpg, IMG/right_2017_02_05_03_01_14_537.jpg,-1,0,0,6.390957
IMG/center_2017_02_05_03_01_14_639.jpg, IMG/left_2017_02_05_03_01_14_639.jpg, IMG/right_2017_02_05_03_01_14_639.jpg,-0.731971,0,0,6.335318
IMG/center_2017_02_05_03_01_14_749.jpg, IMG/left_2017_02_05_03_01_14_749.jpg, IMG/right_2017_02_05_03_01_14_749.jpg,-0.4033061,0,0,6.296979
IMG/center_2017_02_05_03_01_14_858.jpg, IMG/left_2017_02_05_03_01_14_858.jpg, IMG/right_2017_02_05_03_01_14_858.jpg,-0.07670498,0,0,6.225262
IMG/center_2017_02_05_03_01_14_961.jpg, IMG/left_2017_02_05_03_01_14_961.jpg, IMG/right_2017_02_05_03_01_14_961.jpg,0,0,0,6.157442
IMG/center_2017_02_05_03_01_15_062.jpg, IMG/left_2017_02_05_03_01_15_062.jpg, IMG/right_2017_02_05_03_01_15_062.jpg,0,0.3040139,0,6.303231
IMG/center_2017_02_05_03_01_15_165.jpg, IMG/left_2017_02_05_03_01_15_165.jpg, IMG/right_2017_02_05_03_01_15_165.jpg,0,0.598242,0,6.818662
IMG/center_2017_02_05_03_01_15_265.jpg, IMG/left_2017_02_05_03_01_15_265.jpg, IMG/right_2017_02_05_03_01_15_265.jpg,0,0.9252241,0,7.693391
IMG/center_2017_02_05_03_01_15_365.jpg, IMG/left_2017_02_05_03_01_15_365.jpg, IMG/right_2017_02_05_03_01_15_365.jpg,0,1,0,8.818019
IMG/center_2017_02_05_03_01_15_466.jpg, IMG/left_2017_02_05_03_01_15_466.jpg, IMG/right_2017_02_05_03_01_15_466.jpg,0,1,0,9.937014
IMG/center_2017_02_05_03_01_15_569.jpg, IMG/left_2017_02_05_03_01_15_569.jpg, IMG/right_2017_02_05_03_01_15_569.jpg,0,1,0,11.04499
IMG/center_2017_02_05_03_01_15_672.jpg, IMG/left_2017_02_05_03_01_15_672.jpg, IMG/right_2017_02_05_03_01_15_672.jpg,0,0.879223,0,11.78624
IMG/center_2017_02_05_03_01_15_780.jpg, IMG/left_2017_02_05_03_01_15_780.jpg, IMG/right_2017_02_05_03_01_15_780.jpg,0,0.519643,0,12.67638
IMG/center_2017_02_05_03_01_15_892.jpg, IMG/left_2017_02_05_03_01_15_892.jpg, IMG/right_2017_02_05_03_01_15_892.jpg,-0.248646,0.184822,0,13.37337
IMG/center_2017_02_05_03_01_16_001.jpg, IMG/left_2017_02_05_03_01_16_001.jpg, IMG/right_2017_02_05_03_01_16_001.jpg,-0.5747278,0,0,13.23411
IMG/center_2017_02_05_03_01_16_102.jpg, IMG/left_2017_02_05_03_01_16_102.jpg, IMG/right_2017_02_05_03_01_16_102.jpg,-0.4753829,0,0,12.53548
IMG/center_2017_02_05_03_01_16_206.jpg, IMG/left_2017_02_05_03_01_16_206.jpg, IMG/right_2017_02_05_03_01_16_206.jpg,-0.1912199,0,0,12.90219
IMG/center_2017_02_05_03_01_16_307.jpg, IMG/left_2017_02_05_03_01_16_307.jpg, IMG/right_2017_02_05_03_01_16_307.jpg,0,0,0,12.21418
IMG/center_2017_02_05_03_01_16_411.jpg, IMG/left_2017_02_05_03_01_16_411.jpg, IMG/right_2017_02_05_03_01_16_411.jpg,0,0,0,12.66531
IMG/center_2017_02_05_03_01_16_520.jpg, IMG/left_2017_02_05_03_01_16_520.jpg, IMG/right_2017_02_05_03_01_16_520.jpg,0,0,0,12.36799
IMG/center_2017_02_05_03_01_16_623.jpg, IMG/left_2017_02_05_03_01_16_623.jpg, IMG/right_2017_02_05_03_01_16_623.jpg,0,0,0,12.09888
IMG/center_2017_02_05_03_01_16_725.jpg, IMG/left_2017_02_05_03_01_16_725.jpg, IMG/right_2017_02_05_03_01_16_725.jpg,0,0,0,11.92301
IMG/center_2017_02_05_03_01_16_826.jpg, IMG/left_2017_02_05_03_01_16_826.jpg, IMG/right_2017_02_05_03_01_16_826.jpg,-0.123321,0,0,11.8477
IMG/center_2017_02_05_03_01_16_927.jpg, IMG/left_2017_02_05_03_01_16_927.jpg, IMG/right_2017_02_05_03_01_16_927.jpg,-0.195582,0,0,11.66262
IMG/center_2017_02_05_03_01_17_031.jpg, IMG/left_2017_02_05_03_01_17_031.jpg, IMG/right_2017_02_05_03_01_17_031.jpg,0,0,0,11.61971
IMG/center_2017_02_05_03_01_17_132.jpg, IMG/left_2017_02_05_03_01_17_132.jpg, IMG/right_2017_02_05_03_01_17_132.jpg,0,0,0,11.42471
IMG/center_2017_02_05_03_01_17_232.jpg, IMG/left_2017_02_05_03_01_17_232.jpg, IMG/right_2017_02_05_03_01_17_232.jpg,-0.2134139,0,0,11.38605
IMG/center_2017_02_05_03_01_17_335.jpg, IMG/left_2017_02_05_03_01_17_335.jpg, IMG/right_2017_02_05_03_01_17_335.jpg,-0.169848,0,0,11.25381
IMG/center_2017_02_05_03_01_17_439.jpg, IMG/left_2017_02_05_03_01_17_439.jpg, IMG/right_2017_02_05_03_01_17_439.jpg,0,0,0,11.09982
IMG/center_2017_02_05_03_01_17_539.jpg, IMG/left_2017_02_05_03_01_17_539.jpg, IMG/right_2017_02_05_03_01_17_539.jpg,0,0,0,10.98771
IMG/center_2017_02_05_03_01_17_674.jpg, IMG/left_2017_02_05_03_01_17_674.jpg, IMG/right_2017_02_05_03_01_17_674.jpg,-0.263622,0,0,10.82229
IMG/center_2017_02_05_03_01_17_775.jpg, IMG/left_2017_02_05_03_01_17_775.jpg, IMG/right_2017_02_05_03_01_17_775.jpg,-0.3102091,0,0,10.66776
IMG/center_2017_02_05_03_01_17_881.jpg, IMG/left_2017_02_05_03_01_17_881.jpg, IMG/right_2017_02_05_03_01_17_881.jpg,0,0,0,10.53474
IMG/center_2017_02_05_03_01_17_983.jpg, IMG/left_2017_02_05_03_01_17_983.jpg, IMG/right_2017_02_05_03_01_17_983.jpg,0,0,0,10.42614
IMG/center_2017_02_05_03_01_18_086.jpg, IMG/left_2017_02_05_03_01_18_086.jpg, IMG/right_2017_02_05_03_01_18_086.jpg,0,0,0,10.32117
IMG/center_2017_02_05_03_01_18_192.jpg, IMG/left_2017_02_05_03_01_18_192.jpg, IMG/right_2017_02_05_03_01_18_192.jpg,0,0,0,10.21756
IMG/center_2017_02_05_03_01_18_297.jpg, IMG/left_2017_02_05_03_01_18_297.jpg, IMG/right_2017_02_05_03_01_18_297.jpg,0,0,0,10.09463
IMG/center_2017_02_05_03_01_18_398.jpg, IMG/left_2017_02_05_03_01_18_398.jpg, IMG/right_2017_02_05_03_01_18_398.jpg,-0.171084,0,0,9.985438
IMG/center_2017_02_05_03_01_18_500.jpg, IMG/left_2017_02_05_03_01_18_500.jpg, IMG/right_2017_02_05_03_01_18_500.jpg,-0.2661088,0,0,9.847772
IMG/center_2017_02_05_03_01_18_601.jpg, IMG/left_2017_02_05_03_01_18_601.jpg, IMG/right_2017_02_05_03_01_18_601.jpg,0,0,0,9.746315
IMG/center_2017_02_05_03_01_18_701.jpg, IMG/left_2017_02_05_03_01_18_701.jpg, IMG/right_2017_02_05_03_01_18_701.jpg,-0.10563,0,0,9.645021
IMG/center_2017_02_05_03_01_18_804.jpg, IMG/left_2017_02_05_03_01_18_804.jpg, IMG/right_2017_02_05_03_01_18_804.jpg,-0.1458512,0,0,9.5308
IMG/center_2017_02_05_03_01_18_905.jpg, IMG/left_2017_02_05_03_01_18_905.jpg, IMG/right_2017_02_05_03_01_18_905.jpg,0,0,0,9.43167
IMG/center_2017_02_05_03_01_19_009.jpg, IMG/left_2017_02_05_03_01_19_009.jpg, IMG/right_2017_02_05_03_01_19_009.jpg,0,0,0,9.336435
IMG/center_2017_02_05_03_01_19_112.jpg, IMG/left_2017_02_05_03_01_19_112.jpg, IMG/right_2017_02_05_03_01_19_112.jpg,-0.242076,0,0,9.227703
IMG/center_2017_02_05_03_01_19_214.jpg, IMG/left_2017_02_05_03_01_19_214.jpg, IMG/right_2017_02_05_03_01_19_214.jpg,-0.08962172,0,0,9.119654
IMG/center_2017_02_05_03_01_19_318.jpg, IMG/left_2017_02_05_03_01_19_318.jpg, IMG/right_2017_02_05_03_01_19_318.jpg,-0.2694569,0,0,8.997188
IMG/center_2017_02_05_03_01_19_426.jpg, IMG/left_2017_02_05_03_01_19_426.jpg, IMG/right_2017_02_05_03_01_19_426.jpg,-0.07589686,0,0,8.9068
IMG/center_2017_02_05_03_01_19_527.jpg, IMG/left_2017_02_05_03_01_19_527.jpg, IMG/right_2017_02_05_03_01_19_527.jpg,-0.1965809,0,0,8.809092
IMG/center_2017_02_05_03_01_19_653.jpg, IMG/left_2017_02_05_03_01_19_653.jpg, IMG/right_2017_02_05_03_01_19_653.jpg,-0.1429499,0,0,8.699008
IMG/center_2017_02_05_03_01_19_776.jpg, IMG/left_2017_02_05_03_01_19_776.jpg, IMG/right_2017_02_05_03_01_19_776.jpg,-0.00503397,0,0,8.580964
IMG/center_2017_02_05_03_01_19_876.jpg, IMG/left_2017_02_05_03_01_19_876.jpg, IMG/right_2017_02_05_03_01_19_876.jpg,0,0,0,8.491971
IMG/center_2017_02_05_03_01_19_981.jpg, IMG/left_2017_02_05_03_01_19_981.jpg, IMG/right_2017_02_05_03_01_19_981.jpg,0,0,0,8.389658
IMG/center_2017_02_05_03_01_20_083.jpg, IMG/left_2017_02_05_03_01_20_083.jpg, IMG/right_2017_02_05_03_01_20_083.jpg,0,0.06617689,0,8.316757
IMG/center_2017_02_05_03_01_20_188.jpg, IMG/left_2017_02_05_03_01_20_188.jpg, IMG/right_2017_02_05_03_01_20_188.jpg,0,0.369195,0,8.509458
IMG/center_2017_02_05_03_01_20_298.jpg, IMG/left_2017_02_05_03_01_20_298.jpg, IMG/right_2017_02_05_03_01_20_298.jpg,0,0.723213,0,9.243402
IMG/center_2017_02_05_03_01_20_402.jpg, IMG/left_2017_02_05_03_01_20_402.jpg, IMG/right_2017_02_05_03_01_20_402.jpg,0,1,0,10.22745
IMG/center_2017_02_05_03_01_20_506.jpg, IMG/left_2017_02_05_03_01_20_506.jpg, IMG/right_2017_02_05_03_01_20_506.jpg,0,0.8742369,0,11.29773
IMG/center_2017_02_05_03_01_20_608.jpg, IMG/left_2017_02_05_03_01_20_608.jpg, IMG/right_2017_02_05_03_01_20_608.jpg,0,0.578068,0,12.02793
IMG/center_2017_02_05_03_01_20_711.jpg, IMG/left_2017_02_05_03_01_20_711.jpg, IMG/right_2017_02_05_03_01_20_711.jpg,-0.1355009,0.28054,0,12.06684
IMG/center_2017_02_05_03_01_20_817.jpg, IMG/left_2017_02_05_03_01_20_817.jpg, IMG/right_2017_02_05_03_01_20_817.jpg,-0.3585541,0,0,12.1114
IMG/center_2017_02_05_03_01_20_921.jpg, IMG/left_2017_02_05_03_01_20_921.jpg, IMG/right_2017_02_05_03_01_20_921.jpg,-0.2896652,0,0,12.30063
IMG/center_2017_02_05_03_01_21_027.jpg, IMG/left_2017_02_05_03_01_21_027.jpg, IMG/right_2017_02_05_03_01_21_027.jpg,-0.1962932,0,0,11.97997
IMG/center_2017_02_05_03_01_21_133.jpg, IMG/left_2017_02_05_03_01_21_133.jpg, IMG/right_2017_02_05_03_01_21_133.jpg,0,0,0,12.15101
IMG/center_2017_02_05_03_01_21_235.jpg, IMG/left_2017_02_05_03_01_21_235.jpg, IMG/right_2017_02_05_03_01_21_235.jpg,0,0,0,11.53068
IMG/center_2017_02_05_03_01_21_344.jpg, IMG/left_2017_02_05_03_01_21_344.jpg, IMG/right_2017_02_05_03_01_21_344.jpg,-0.09845692,0,0,11.49729
IMG/center_2017_02_05_03_01_21_449.jpg, IMG/left_2017_02_05_03_01_21_449.jpg, IMG/right_2017_02_05_03_01_21_449.jpg,-0.3185431,0,0,11.57545
IMG/center_2017_02_05_03_01_21_555.jpg, IMG/left_2017_02_05_03_01_21_555.jpg, IMG/right_2017_02_05_03_01_21_555.jpg,-0.1431781,0,0,11.21139
IMG/center_2017_02_05_03_01_21_666.jpg, IMG/left_2017_02_05_03_01_21_666.jpg, IMG/right_2017_02_05_03_01_21_666.jpg,-0.04352725,0,0,11.40437
IMG/center_2017_02_05_03_01_21_768.jpg, IMG/left_2017_02_05_03_01_21_768.jpg, IMG/right_2017_02_05_03_01_21_768.jpg,0,0,0,11.14192
IMG/center_2017_02_05_03_01_21_870.jpg, IMG/left_2017_02_05_03_01_21_870.jpg, IMG/right_2017_02_05_03_01_21_870.jpg,0,0,0,11.03026
IMG/center_2017_02_05_03_01_21_971.jpg, IMG/left_2017_02_05_03_01_21_971.jpg, IMG/right_2017_02_05_03_01_21_971.jpg,-0.06713712,0,0,10.9187
IMG/center_2017_02_05_03_01_22_073.jpg, IMG/left_2017_02_05_03_01_22_073.jpg, IMG/right_2017_02_05_03_01_22_073.jpg,-0.237066,0,0,10.77733
IMG/center_2017_02_05_03_01_22_177.jpg, IMG/left_2017_02_05_03_01_22_177.jpg, IMG/right_2017_02_05_03_01_22_177.jpg,0,0,0,10.64436
IMG/center_2017_02_05_03_01_22_281.jpg, IMG/left_2017_02_05_03_01_22_281.jpg, IMG/right_2017_02_05_03_01_22_281.jpg,0,0,0,10.53652
IMG/center_2017_02_05_03_01_22_383.jpg, IMG/left_2017_02_05_03_01_22_383.jpg, IMG/right_2017_02_05_03_01_22_383.jpg,0,0,0,10.43058
IMG/center_2017_02_05_03_01_22_487.jpg, IMG/left_2017_02_05_03_01_22_487.jpg, IMG/right_2017_02_05_03_01_22_487.jpg,-0.2402909,0,0,10.30961
IMG/center_2017_02_05_03_01_22_602.jpg, IMG/left_2017_02_05_03_01_22_602.jpg, IMG/right_2017_02_05_03_01_22_602.jpg,0,0,0,10.18011
IMG/center_2017_02_05_03_01_22_710.jpg, IMG/left_2017_02_05_03_01_22_710.jpg, IMG/right_2017_02_05_03_01_22_710.jpg,-0.1130789,0,0,10.07523
IMG/center_2017_02_05_03_01_22_813.jpg, IMG/left_2017_02_05_03_01_22_813.jpg, IMG/right_2017_02_05_03_01_22_813.jpg,-0.4333799,0,0,9.919092
IMG/center_2017_02_05_03_01_22_915.jpg, IMG/left_2017_02_05_03_01_22_915.jpg, IMG/right_2017_02_05_03_01_22_915.jpg,-0.196563,0,0,9.811382
IMG/center_2017_02_05_03_01_23_017.jpg, IMG/left_2017_02_05_03_01_23_017.jpg, IMG/right_2017_02_05_03_01_23_017.jpg,-0.2465733,0,0,9.687156
IMG/center_2017_02_05_03_01_23_127.jpg, IMG/left_2017_02_05_03_01_23_127.jpg, IMG/right_2017_02_05_03_01_23_127.jpg,-0.1658642,0,0,9.571862
IMG/center_2017_02_05_03_01_23_229.jpg, IMG/left_2017_02_05_03_01_23_229.jpg, IMG/right_2017_02_05_03_01_23_229.jpg,0,0,0,9.462991
IMG/center_2017_02_05_03_01_23_332.jpg, IMG/left_2017_02_05_03_01_23_332.jpg, IMG/right_2017_02_05_03_01_23_332.jpg,0,0,0,9.367313
IMG/center_2017_02_05_03_01_23_433.jpg, IMG/left_2017_02_05_03_01_23_433.jpg, IMG/right_2017_02_05_03_01_23_433.jpg,0,0.03959405,0,9.279731
IMG/center_2017_02_05_03_01_23_543.jpg, IMG/left_2017_02_05_03_01_23_543.jpg, IMG/right_2017_02_05_03_01_23_543.jpg,0,0.415749,0,9.534082
IMG/center_2017_02_05_03_01_23_644.jpg, IMG/left_2017_02_05_03_01_23_644.jpg, IMG/right_2017_02_05_03_01_23_644.jpg,0,0.719712,0,10.13817
IMG/center_2017_02_05_03_01_23_745.jpg, IMG/left_2017_02_05_03_01_23_745.jpg, IMG/right_2017_02_05_03_01_23_745.jpg,0,0.9991291,0,11.09832
IMG/center_2017_02_05_03_01_23_847.jpg, IMG/left_2017_02_05_03_01_23_847.jpg, IMG/right_2017_02_05_03_01_23_847.jpg,0,1,0,11.95109
IMG/center_2017_02_05_03_01_23_951.jpg, IMG/left_2017_02_05_03_01_23_951.jpg, IMG/right_2017_02_05_03_01_23_951.jpg,0,1,0,13.1584
IMG/center_2017_02_05_03_01_24_057.jpg, IMG/left_2017_02_05_03_01_24_057.jpg, IMG/right_2017_02_05_03_01_24_057.jpg,0,1,0,14.6957
IMG/center_2017_02_05_03_01_24_165.jpg, IMG/left_2017_02_05_03_01_24_165.jpg, IMG/right_2017_02_05_03_01_24_165.jpg,0,1,0,15.47902
IMG/center_2017_02_05_03_01_24_266.jpg, IMG/left_2017_02_05_03_01_24_266.jpg, IMG/right_2017_02_05_03_01_24_266.jpg,0,1,0,16.7919
IMG/center_2017_02_05_03_01_24_366.jpg, IMG/left_2017_02_05_03_01_24_366.jpg, IMG/right_2017_02_05_03_01_24_366.jpg,0,1,0,17.62278
